Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA7
2025-09-03 00:00:00+00:00,111190.6953125,112600.2265625,110582.9609375,111723.2109375,61119643565,0.0,0.0,110024.97321428571
2025-09-04 00:00:00+00:00,111718.1484375,112208.328125,109347.2265625,110723.6015625,60131132901,0.0,0.0,109764.80133928571
2025-09-05 00:00:00+00:00,110723.015625,113357.4921875,110233.3984375,110650.984375,60241647677,0.0,0.0,110084.82254464286
2025-09-06 00:00:00+00:00,110650.5703125,111275.015625,110024.0859375,110224.6953125,21500719036,0.0,0.0,110287.19754464286
2025-09-07 00:00:00+00:00,110221.328125,111591.078125,110211.625,111167.6171875,24618007520,0.0,0.0,110705.8984375
2025-09-08 00:00:00+00:00,111163.015625,112869.234375,110630.609375,112071.4296875,40212813407,0.0,0.0,111108.875
2025-09-09 00:00:00+00:00,112077.578125,113225.4375,110776.703125,111530.546875,45984480722,0.0,0.0,111156.01227678571
2025-09-10 00:00:00+00:00,111531.25,114275.25,110940.078125,113955.359375,56377473784,0.0,0.0,111474.890625
2025-09-11 00:00:00+00:00,113961.4296875,115522.546875,113453.8359375,115507.5390625,45685065332,0.0,0.0,112158.31026785714
2025-09-12 00:00:00+00:00,115507.7890625,116769.3828125,114794.484375,116101.578125,54785725894,0.0,0.0,112936.96651785714
2025-09-13 00:00:00+00:00,116093.5625,116334.6328125,115248.2734375,115950.5078125,34549454947,0.0,0.0,113754.93973214286
2025-09-14 00:00:00+00:00,115950.2890625,116181.5,115222.3984375,115407.65625,32798036057,0.0,0.0,114360.65959821429
2025-09-15 00:00:00+00:00,115399.6328125,116747.8828125,114461.0625,115444.875,52937859416,0.0,0.0,114842.58035714286
2025-09-16 00:00:00+00:00,115423.7578125,117005.2734375,114813.09375,116843.1875,45781744593,0.0,0.0,115601.52901785714
2025-09-17 00:00:00+00:00,116840.5078125,117328.609375,114794.9765625,116468.5078125,60528025996,0.0,0.0,115960.55022321429
2025-09-18 00:00:00+00:00,116461.265625,117911.7890625,116188.796875,117137.203125,49457272032,0.0,0.0,116193.359375
2025-09-19 00:00:00+00:00,117137.671875,117479.7578125,115141.8203125,115688.859375,38828473971,0.0,0.0,116134.39955357143
2025-09-20 00:00:00+00:00,115691.125,116191.1484375,115473.5234375,115721.9609375,22864449614,0.0,0.0,116101.75
2025-09-21 00:00:00+00:00,115730.2265625,115901.0859375,115252.578125,115306.09375,22495852193,0.0,0.0,116087.24107142857
2025-09-22 00:00:00+00:00,115309.21875,115431.3125,112037.6484375,112748.5078125,70684158591,0.0,0.0,115702.04575892857
2025-09-23 00:00:00+00:00,112757.4765625,113351.9140625,111535.5703125,112014.5,47211853279,0.0,0.0,115012.23325892857
2025-09-24 00:00:00+00:00,112007.6640625,113986.2734375,111229.640625,113328.6328125,48044595085,0.0,0.0,114563.6796875
2025-09-25 00:00:00+00:00,113330.1640625,113541.0859375,108713.3984375,109049.2890625,75528654284,0.0,0.0,113408.26339285714
2025-09-26 00:00:00+00:00,109041.296875,110359.1953125,108728.9765625,109712.828125,57738288949,0.0,0.0,112554.54464285714
2025-09-27 00:00:00+00:00,109707.140625,109778.5,109144.296875,109681.9453125,26308042910,0.0,0.0,111691.68526785714
2025-09-28 00:00:00+00:00,109681.9453125,112375.484375,109236.9453125,112122.640625,33371048505,0.0,0.0,111236.90625
2025-09-29 00:00:00+00:00,112117.875,114473.5703125,111589.953125,114400.3828125,60000147466,0.0,0.0,111472.88839285714
2025-09-30 00:00:00+00:00,114396.5234375,114836.6171875,112740.5625,114056.0859375,58986330258,0.0,0.0,111764.54352678571
2025-10-01 00:00:00+00:00,114057.59375,118648.9296875,113981.3984375,118648.9296875,71328680132,0.0,0.0,112524.5859375
2025-10-02 00:00:00+00:00,118652.3828125,121086.40625,118383.15625,120681.2578125,71415163912,0.0,0.0,114186.29575892857
2025-10-03 00:00:00+00:00,120656.984375,123944.703125,119344.3125,122266.53125,83941392228,0.0,0.0,115979.68191964286
2025-10-04 00:00:00+00:00,122267.46875,122857.640625,121577.5703125,122425.4296875,36769171735,0.0,0.0,117800.1796875
2025-10-05 00:00:00+00:00,122419.671875,125559.2109375,122191.9609375,123513.4765625,73689317763,0.0,0.0,119427.44196428571
2025-10-06 00:00:00+00:00,123510.453125,126198.0703125,123196.046875,124752.53125,72568881188,0.0,0.0,120906.3203125
2025-10-07 00:00:00+00:00,124752.140625,125184.0234375,120681.96875,121451.3828125,76149412513,0.0,0.0,121962.79129464286
2025-10-08 00:00:00+00:00,121448.3515625,124167.09375,121119.1796875,123354.8671875,65354305286,0.0,0.0,122635.06808035714
2025-10-09 00:00:00+00:00,123337.0703125,123739.34375,119812.03125,121705.5859375,74653009425,0.0,0.0,122781.40066964286
2025-10-10 00:00:00+00:00,121704.7421875,122509.6640625,104582.4140625,113214.3671875,153125018868,0.0,0.0,121488.234375
2025-10-11 00:00:00+00:00,113236.4296875,113429.7265625,109760.5625,110807.8828125,110236934340,0.0,0.0,119828.58482142857
2025-10-12 00:00:00+00:00,110811.515625,115805.0625,109715.5390625,115169.765625,93710414091,0.0,0.0,118636.62611607143
2025-10-13 00:00:00+00:00,115161.6796875,116020.484375,113821.1875,115271.078125,71582026739,0.0,0.0,117282.1328125
2025-10-14 00:00:00+00:00,115264.8828125,115502.8828125,110029.484375,113118.6640625,92212917403,0.0,0.0,116091.74441964286
2025-10-15 00:00:00+00:00,113113.96875,113622.3828125,110235.8359375,110783.1640625,72574132855,0.0,0.0,114295.78683035714
2025-10-16 00:00:00+00:00,110782.171875,111990.8125,107537.03125,108186.0390625,87306423067,0.0,0.0,112364.42299107143
2025-10-17 00:00:00+00:00,108179.1328125,109235.8046875,103598.4296875,106467.7890625,99703051669,0.0,0.0,111400.62611607143
2025-10-18 00:00:00+00:00,106483.734375,107490.984375,106387.453125,107198.265625,37779905278,0.0,0.0,110884.96651785714
2025-10-19 00:00:00+00:00,107204.3125,109488.9921875,106157.7890625,108666.7109375,47657008953,0.0,0.0,109955.95870535714
2025-10-20 00:00:00+00:00,108667.4453125,111711.03125,107485.015625,110588.9296875,63507793085,0.0,0.0,109287.08035714286
2025-10-21 00:00:00+00:00,110587.6328125,113996.34375,107534.75,108476.890625,101194375480,0.0,0.0,108623.96986607143
2025-10-22 00:00:00+00:00,108491.53125,109115.1328125,106778.0,107688.5859375,80807013218,0.0,0.0,108181.88727678571
2025-10-23 00:00:00+00:00,107679.4375,111288.59375,107548.4296875,110069.7265625,54944076060,0.0,0.0,108450.98549107143
2025-10-24 00:00:00+00:00,110069.3515625,111842.53125,109770.1484375,111033.921875,48160816980,0.0,0.0,109103.29017857143
2025-10-25 00:00:00+00:00,111032.6171875,111947.703125,110704.40625,111641.7265625,24707667305,0.0,0.0,109738.0703125
2025-10-26 00:00:00+00:00,111639.0546875,115260.90625,111268.484375,114472.4453125,41708524143,0.0,0.0,110567.4609375
2025-10-27 00:00:00+00:00,114479.8515625,116273.3125,113882.2890625,114119.328125,61761358733,0.0,0.0,111071.80357142857
2025-10-28 00:00:00+00:00,114129.0859375,116078.984375,112291.6796875,112956.1640625,64528066504,0.0,0.0,111711.69977678571
2025-10-29 00:00:00+00:00,112921.328125,113642.7265625,109368.71875,110055.3046875,62192043469,0.0,0.0,112049.80245535714
2025-10-30 00:00:00+00:00,110059.1953125,111612.3515625,106376.6875,108305.546875,69673964814,0.0,0.0,111797.77678571429
2025-10-31 00:00:00+00:00,108304.4140625,111031.8203125,108288.2734375,109556.1640625,60090359560,0.0,0.0,111586.66852678571
2025-11-01 00:00:00+00:00,109558.625,110574.8984375,109372.953125,110064.015625,25871668762,0.0,0.0,111361.28125
2025-11-02 00:00:00+00:00,110064.4296875,111167.3125,109523.453125,110639.625,34284209459,0.0,0.0,110813.73549107143
2025-11-03 00:00:00+00:00,110646.90625,110764.9140625,105336.359375,106547.5234375,72852006359,0.0,0.0,109732.04910714286
2025-11-04 00:00:00+00:00,106541.421875,107264.8828125,98962.0625,101590.5234375,110967184773,0.0,0.0,108108.38616071429
2025-11-06 00:00:00+00:00,103896.96875,104092.2890625,100482.5234375,101709.59375,60863094784,0.0,0.0,106916.14174107143
